track_id,track,artist_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0DUyHDBRaxFiXDf6Jhh4JD,Main Stem,7lRFrrINQTY35g8hq0kXY5,Johnny Hodges,0.604,0.498,2,-9.905,1,0.0778,0.695,0.000786,0.528,0.733,96.097,0DUyHDBRaxFiXDf6Jhh4JD,207480,4
0d6m2xfXqMyEKOeRvfL7Ot,Koko - Original Take 2,4Ww5mwS7BWYjoZTUIrMHfC,Charlie Parker,0.484,0.488,5,-9.127,0,0.048,0.867,0.141,0.147,0.426,149.977,0d6m2xfXqMyEKOeRvfL7Ot,173733,4
6W25U2EbDixQbLbqpjz0TT,Solitude,1VEzN9lxvG6KPR3QQGsebR,Sonny Rollins,0.485,0.0735,6,-20.188,1,0.0709,0.784,0.855,0.0951,0.332,75.939,6W25U2EbDixQbLbqpjz0TT,471173,4
3bYBPyLGsa1unDrVaNzN4y,Two Not One,4YNvbaOaqp5pzC5US5t48k,Lee Konitz,0.624,0.383,8,-10.561,1,0.0633,0.627,5.44e-06,0.0963,0.674,117.526,3bYBPyLGsa1unDrVaNzN4y,331267,4
1xKMxT6PFOr4RJWhoisP0t,One For Majid - Live,0F3Aew9DSd6fb6192K1K0Y,Keith Jarrett,0.546,0.322,0,-19.111,1,0.037,0.662,0.0299,0.76,0.488,96.07,1xKMxT6PFOr4RJWhoisP0t,407587,4
4TndToxlz7Qdvpb2O9s9HM,Ain't Misbehavin,7qVvIFc9DktkAc0HKzRhNo,Johnny Hartman,0.494,0.124,8,-15.862,1,0.0414,0.91,0.000164,0.0938,0.221,61.261,4TndToxlz7Qdvpb2O9s9HM,169738,4
0FKnknau5UBXgN2Q6vVHgC,Monticello,31KKBLM5RlNTW9EAYa6kW9,The Monty Alexander Trio,0.559,0.481,11,-18.153,0,0.0433,0.673,0.86,0.215,0.494,99.797,0FKnknau5UBXgN2Q6vVHgC,232378,4
7Kwi4xmgY4qQwOhBe0zsbh,Blues Inn - Remastered,1lB7KbOr9xdPK1CuasxmeA,Jackie McLean,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,7Kwi4xmgY4qQwOhBe0zsbh,545347,4
1duGF26RKaTntfsJ0cTkzj,Serenade To A Soul Sister - Remastered,5ZATfKurLqflrBhv2FLht5,Horace Silver,0.487,0.535,8,-8.47,0,0.0305,0.73,0.00414,0.0903,0.591,144.548,1duGF26RKaTntfsJ0cTkzj,379000,3
5doczA8CcUYo0J9H7uvHgU,I Can't Give You Anything But Love,1Sc9ykJB728MAZab1Ocwy8,Sonny Clark,0.749,0.152,5,-16.745,0,0.0493,0.655,0.000254,0.086,0.292,101.779,5doczA8CcUYo0J9H7uvHgU,232307,4
0Lr4NSIlDOKcZWwMOPcxGT,I Thought About You,32LHRiof0sa4taYew9i3Fa,Dinah Washington,0.185,0.232,7,-13.854,0,0.0344,0.718,2.08e-05,0.0864,0.168,181.636,0Lr4NSIlDOKcZWwMOPcxGT,154707,3
7yRMYF0BqrqPjinbG9Ja3Z,What's The Rush,7lRFrrINQTY35g8hq0kXY5,Johnny Hodges,0.405,0.0277,3,-21.897,1,0.033,0.97,0.534,0.114,0.279,51.059,7yRMYF0BqrqPjinbG9Ja3Z,222360,4
76XN6m7RzGYwnzngUGD6Tt,Soledad de Murcia,7pVlSY0sM9o4dAOOO2Ntue,Michael Naura Quartet,0.463,0.263,9,-18.136,1,0.0288,0.878,0.264,0.0958,0.123,112.799,76XN6m7RzGYwnzngUGD6Tt,357423,4
0gutl81vbXX1JGp5M0OoiE,Cottontail,2mY5u4CceAPrpBnse1WpFr,Earl Hines,0.628,0.629,2,-10.234,0,0.0398,0.709,0.0583,0.0791,0.801,127.812,0gutl81vbXX1JGp5M0OoiE,193467,4
4ZAcQgIlpV5z7k7evEF0MJ,The Moontrane - Rudy Van Gelder 24Bit Mastering/Digital Remaster/1998,6Y6kAZs0W9NNsxNbpImPvq,Larry Young,0.406,0.746,10,-7.838,1,0.0524,0.403,0.0816,0.305,0.59,93.056,4ZAcQgIlpV5z7k7evEF0MJ,441427,4
49H4LDNFE5BU7ZMIg8UsZy,Waltz for Debby (Take 2) - Live,3VEG6gxFIMfl4Cdog26avS,Bill Evans Trio,0.559,0.288,5,-19.037,1,0.0381,0.885,0.926,0.642,0.474,87.998,49H4LDNFE5BU7ZMIg8UsZy,420227,3
12cMYRYTV2RTz4YTlOpgSu,Tetragon,3BG0nwVh3Gc7cuT4XdsLtt,Joe Henderson,0.412,0.434,0,-13.3,1,0.0483,0.509,0.00735,0.24,0.505,94.84,12cMYRYTV2RTz4YTlOpgSu,339067,4
5Ca5KKTMmZaScCmHd9UJeu,I'll Remember April,2E3nXyfocf7qfHAIFNbBuj,Carmen McRae,0.476,0.192,2,-10.984,1,0.0374,0.827,0.0,0.226,0.275,139.074,5Ca5KKTMmZaScCmHd9UJeu,157213,3
5Pp7GAMJHAW31meFVjNg58,Cool Out,5YJjMGHVQj1IHBabXX8lH6,Leroy Hutson,0.485,0.34,2,-10.058,0,0.0294,0.121,5.05e-06,0.0895,0.17,90.857,5Pp7GAMJHAW31meFVjNg58,180707,4
4Ee5140BdE8S0wHlWjq0DO,Sunday,34W7ZCX0LZeJd8q6boKGOk,Ben Webster,0.645,0.309,0,-16.798,0,0.0416,0.686,5.62e-06,0.243,0.824,104.792,4Ee5140BdE8S0wHlWjq0DO,235733,4
0gD78Kq5CLlc1j9e9G8Ejv,In Your Own Sweet Way,26wNMXNMK8k7TlGqIlTe6C,Phil Woods Quartet,0.598,0.339,8,-8.876,1,0.0358,0.606,0.103,0.098,0.29,63.995,0gD78Kq5CLlc1j9e9G8Ejv,485227,4
4jCoxXaEKeTWkQ7HL1d5de,The Way You Look Tonight,68l2i6GeNtwQlhKS59u5bu,Paul Desmond,0.649,0.271,5,-15.198,0,0.0498,0.708,4.54e-06,0.124,0.626,126.026,4jCoxXaEKeTWkQ7HL1d5de,441027,4
05aZ2boQ1yuAD4p4HyORbK,Inner Urge - Rudy Van Gelder Edition; 2004 Digital Remaster,3BG0nwVh3Gc7cuT4XdsLtt,Joe Henderson,0.364,0.679,5,-9.923,0,0.0642,0.497,6.43e-06,0.217,0.45,79.9,05aZ2boQ1yuAD4p4HyORbK,718960,3
21YUZQmqekadSlCCZpawCH,Stars Fell On Alabama,0KyolDFb1RjJQb4qXZKCqo,Toots Thielemans,0.515,0.198,5,-17.685,0,0.0912,0.937,0.793,0.282,0.38,70.081,21YUZQmqekadSlCCZpawCH,191622,4
2bPeAxNC1S1C359ds8Tw3X,Summertime,2wn2nqzITvJ1vcMRO8Wzv6,Albert Ayler,0.458,0.155,10,-17.853,1,0.0405,0.908,0.621,0.299,0.276,126.281,2bPeAxNC1S1C359ds8Tw3X,526893,4
1CTex49P0iWwzUGsMNjgaV,Strange Fruit,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,1CTex49P0iWwzUGsMNjgaV,192867,1
5gPetRvxQKyOjjwZX1dzbt,All The Things You Are,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.45,0.154,1,-14.485,1,0.0373,0.938,4.37e-06,0.16,0.243,110.666,5gPetRvxQKyOjjwZX1dzbt,195667,4
0f2489MzoisF9pKduawvce,Autumn In New York,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.425,0.0469,7,-18.612,0,0.0354,0.955,0.0,0.137,0.154,135.335,0f2489MzoisF9pKduawvce,356627,4
5DIVWgTeJ2fPIxaY9e7ZKn,I've Got A Crush On You,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.455,0.106,2,-14.086,1,0.0422,0.986,0.0,0.122,0.258,66.807,5DIVWgTeJ2fPIxaY9e7ZKn,196440,4
0DuWyzeLH09PQcnOMJiRgE,Lover Man,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,0.365,0.136,0,-12.42,1,0.0436,0.921,0.0,0.103,0.255,64.212,0DuWyzeLH09PQcnOMJiRgE,197707,3
1QlTNF43OyKK9BorIRsJ8o,Autumn Leaves,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,1QlTNF43OyKK9BorIRsJ8o,422640,4
3NvYPUNu6nwQgN31UnoDbn,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,3NvYPUNu6nwQgN31UnoDbn,586493,4
3zIuHdD8dkh1vPxQu334T7,Blue Train,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.503,0.286,8,-15.425,1,0.045,0.643,0.00112,0.156,0.569,136.098,3zIuHdD8dkh1vPxQu334T7,643128,4
0CLbmkYmQIWiEwnsbOkLpd,"A Love Supreme, Pt. I – Acknowledgement",2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.37,0.586,5,-13.468,0,0.0581,0.485,1.96e-06,0.348,0.519,121.573,0CLbmkYmQIWiEwnsbOkLpd,462867,4
3MRu7wA7ziRNf2cZr9gqtb,Cheek To Cheek,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.632,0.202,2,-13.068,0,0.0587,0.766,0.0,0.146,0.488,134.298,3MRu7wA7ziRNf2cZr9gqtb,228067,3
7981FAW8DbDs1ueK4Ha8R2,Dedicated To You,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.462,0.0536,8,-17.55,1,0.0321,0.96,0.000219,0.121,0.138,63.118,7981FAW8DbDs1ueK4Ha8R2,332120,4
4Y5fyQ5fBysC32Na5sZT3J,Everything Happens to Me,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,0.511,0.193,7,-15.148,1,0.0439,0.809,2.17e-05,0.129,0.164,116.348,4Y5fyQ5fBysC32Na5sZT3J,305187,4
3ujbZ2FGIoTQG3v07tmV2D,"Bye Bye Blackbird (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.63,0.32,0,-10.566,1,0.0464,0.558,3.88e-06,0.0903,0.348,122.517,3ujbZ2FGIoTQG3v07tmV2D,474627,4
21HG0QIgIcVQ2EZeXubaqL,"All of You (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.631,0.261,5,-10.988,0,0.0424,0.424,6.64e-05,0.184,0.581,82.435,21HG0QIgIcVQ2EZeXubaqL,420693,4
0tUq1zaYNoV6ZiYRU2bjqf,"On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans)",0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.445,0.304,8,-12.261,1,0.0437,0.742,0.00068,0.175,0.362,76.74,0tUq1zaYNoV6ZiYRU2bjqf,589200,4
0Srs2sPdZTfFvvfLP4DGa0,Lush Life,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.386,0.119,6,-15.81,1,0.0422,0.95,4.4e-05,0.156,0.118,53.804,0Srs2sPdZTfFvvfLP4DGa0,329613,4
5S31HUP7cg0iOFxZ3QGFN5,Night And Day,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.45,0.285,8,-10.087,1,0.0414,0.796,0.0,0.0666,0.426,117.494,5S31HUP7cg0iOFxZ3QGFN5,184093,4
7unF2ARDGldwWxZWCmlwDM,"A Love Supreme, Pt. II - Resolution",2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.341,0.57,8,-11.71,1,0.0673,0.581,0.0,0.0966,0.392,89.754,7unF2ARDGldwWxZWCmlwDM,437840,4
0sMR4StyIAXLE0WrfaZIDu,I'm Old Fashioned,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.483,0.1,0,-17.533,0,0.0344,0.912,0.548,0.0757,0.374,78.703,0sMR4StyIAXLE0WrfaZIDu,479024,4
5UPJdlkMWG2G2UwTfGSjOe,You Don't Know What Love Is,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,0.215,0.247,9,-15.11,0,0.0354,0.822,7.5e-05,0.355,0.0842,86.391,5UPJdlkMWG2G2UwTfGSjOe,228133,3
5QGVoad3qlkDMSIfcdou4G,I'll Remember April,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,0.486,0.367,7,-12.71,1,0.033,0.771,0.493,0.115,0.753,122.474,5QGVoad3qlkDMSIfcdou4G,351667,4
5FLQmLjjeNIuC8U5mDnXC8,"A Love Supreme, Pt. IV - Psalm",2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.381,0.313,7,-11.852,0,0.0312,0.897,0.0432,0.135,0.376,127.106,5FLQmLjjeNIuC8U5mDnXC8,422907,4
3GXYGbyvprPqiH9do6ewY3,Moment's Notice,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.532,0.372,8,-13.911,1,0.0408,0.613,0.0019,0.32,0.783,123.322,3GXYGbyvprPqiH9do6ewY3,550189,4
0HEU3berJ5OBojU8XmEk1c,How Long Has This Been Going On?,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.303,0.175,1,-14.203,0,0.0378,0.974,1.32e-06,0.105,0.25,168.743,0HEU3berJ5OBojU8XmEk1c,197667,4
2HbpOucCYcPyVEBpjTiJK8,Night Dreamer - Remastered 2004 / Rudy Van Gelder Edition,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.459,0.545,3,-9.626,1,0.055,0.781,0.00789,0.162,0.438,100.398,2HbpOucCYcPyVEBpjTiJK8,435440,4
6fw1b1bCVNY5EVurncxIss,Witch Hunt - Remastered 1998 / Rudy Van Gelder Edition,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.419,0.688,5,-7.234,0,0.0405,0.582,1.75e-05,0.0284,0.408,100.461,6fw1b1bCVNY5EVurncxIss,491493,4
3Sqv7KrLRowdwRwgpT4FAh,I'll Never Smile Again,1bgyxtWjZwA5PQlDsvs9b8,Sarah Vaughan,0.279,0.129,9,-14.595,1,0.0326,0.939,0.000229,0.204,0.0796,59.991,3Sqv7KrLRowdwRwgpT4FAh,153707,4
3rXJbXaRGLK1A6vPmRafRR,Black Nile - Remastered 2004 / Rudy Van Gelder Edition,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.438,0.594,7,-10.111,0,0.0583,0.78,0.177,0.0751,0.589,75.926,3rXJbXaRGLK1A6vPmRafRR,388147,3
0RHEzMQT9Vw9GvSdVA5TLC,Blue World,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,0RHEzMQT9Vw9GvSdVA5TLC,368253,3
2PGjqrXgOBqP8G4R6EKmpR,Yes Or No - Rudy Van Gelder 24 Bit Mastering/1999 Digital Remaster,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.47,0.684,4,-7.873,0,0.0377,0.714,1.92e-05,0.0797,0.483,128.506,2PGjqrXgOBqP8G4R6EKmpR,399467,4
4pdfToDXtlKE8sUnYwi3vO,Under A Blanket Of Blue,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.619,0.19,5,-15.143,0,0.0582,0.904,0.0,0.109,0.49,97.582,4pdfToDXtlKE8sUnYwi3vO,258667,4
6lgkhf5XLGA2wvgFeTy2cq,Fee-Fi-Fo-Fum - Remastered1998/Rudy Van Gelder Edition,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.457,0.498,5,-7.74,0,0.037,0.76,0.000631,0.0858,0.367,158.114,6lgkhf5XLGA2wvgFeTy2cq,354067,3
013grywiX7Qu6WVfnJ1opa,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,013grywiX7Qu6WVfnJ1opa,308933,4
4R8sx3JYPAEyOAwpOxnALk,Locomotion,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.426,0.459,0,-13.747,0,0.0486,0.559,0.0103,0.119,0.844,90.227,4R8sx3JYPAEyOAwpOxnALk,434624,4
2wjHWYJVAs5TYSRP83JLmc,Footprints,0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.402,0.409,5,-13.95,0,0.0363,0.128,0.000568,0.0947,0.489,130.681,2wjHWYJVAs5TYSRP83JLmc,585960,4
1BKp2En4K35hf0KQ8oPAlZ,Budo,0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,1BKp2En4K35hf0KQ8oPAlZ,155746,4
3HNhdvVw92awlT3gfqXIxW,Lazy Bird,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,0.529,0.328,0,-16.845,0,0.0487,0.643,0.00274,0.0501,0.665,125.83,3HNhdvVw92awlT3gfqXIxW,427342,4
0xZlk9LU0mS1ACYOupmpVp,"Gee, Baby, Ain't I Good To You?",5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,0.664,0.207,8,-13.325,1,0.0525,0.817,0.0,0.123,0.514,85.423,0xZlk9LU0mS1ACYOupmpVp,251800,4
7Ke18a4dLDyjdBRNd5iLLM,Juju - Rudy Van Gelder 24 Bit Mastering / 1999 Digital Remaster,0ZqhrTXYPA9DZR527ZnFdO,Wayne Shorter,0.308,0.741,6,-7.919,1,0.0593,0.773,0.0149,0.169,0.265,174.15,7Ke18a4dLDyjdBRNd5iLLM,515827,3
2QZtOFPATNgKpUJiGUARZk,If You Could See Me Now,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,2QZtOFPATNgKpUJiGUARZk,318413,4
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238,4
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,2mLA48B366zkELXYx7hcDN,Peggy Gou,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,231545,4
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),7CajNmpbOovFoOoasH2HaY,Calvin Harris,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,5eTaQYBE1yrActixMAeLcZ,186496,4
2bgGETGKhv7V0WwQzzWqwc,Players (with David Guetta) - David Guetta Remix,6AMd49uBDJfhf30Ak2QR5s,Coi Leray,0.773,0.969,1,-5.67,1,0.0715,0.0632,0.0284,0.0661,0.53,125.013,2bgGETGKhv7V0WwQzzWqwc,152495,4
51FvjPEGKq2zByeeEQ43V9,El Merengue,64KEffDW9EtZ1y2vBYgq8T,Marshmello,0.775,0.677,8,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,51FvjPEGKq2zByeeEQ43V9,189357,4
1UPHCP5YeVfele4DMbdGyi,REACT,4dEayBlrVBjaQOktGkmWki,Switch Disco,0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,1UPHCP5YeVfele4DMbdGyi,201146,4
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,148197,4
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,3PhoLpVuITZKcymswpck5b,Elton John,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,6zSpb8dQRaw0M1dK8PBwQz,202735,4
5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,21dVknSLCsK37cWozWDZZS,Matt Sassari,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,5ZduaRci3iNUiDfJbBfAaf,102861,4
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,140018,4
6BePGk3eCan4FqaW2X8Qy3,10:35,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,6BePGk3eCan4FqaW2X8Qy3,172253,4
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),0xRXCcSX89eobfrshSVdyu,MEDUZA,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3rb0tMq42WfggucPm0HHkA,148629,3
4zN21mbAuaD0WqtmaTZZeP,Ferrari,43BxCL6t4c73BQnIJtry5v,James Hype,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4zN21mbAuaD0WqtmaTZZeP,186662,4
5fwSHlTEWpluwOM0Sxnh5k,Pepas,329e4yvIujISKGKz1BZZbO,Farruko,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120,4
7fZBQnc0zXwVybgCIrQQil,Belly Dancer,5rGrDvrLOV2VV8SCFVGWlj,Imanbek,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,7fZBQnc0zXwVybgCIrQQil,151475,4
2F2p7b5Xq20mRyEeWYaeUF,Substitution,2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,0.69,0.89,0,-4.866,0,0.0507,0.00903,1.61e-05,0.188,0.713,124.018,2F2p7b5Xq20mRyEeWYaeUF,181478,4
5YdnOm5990Kfq1Jodws98B,Call It Love,4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,5YdnOm5990Kfq1Jodws98B,154561,4
1ACFweuuvf6MHtptObgreR,Giving Me,7zAAwgV5Wqmvpb4GzvlRkP,Jazzy,0.735,0.651,7,-9.25,0,0.112,0.329,0.000205,0.131,0.476,127.07,1ACFweuuvf6MHtptObgreR,169000,4
18asYwWugKjjsihZ0YvRxO,The Motto,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,164819,4
3k0DJq2HdWJqnqor8NX0ac,Padam Padam,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101,3k0DJq2HdWJqnqor8NX0ac,166267,4
7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),0NGAZxHanS9e0iNHpR8f2W,Alok,0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,7MIhUdNJtaOnDmC5nBC1fb,165753,4
1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),4AVFqumd2ogHFlRbKIjp1t,Alesso,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,1bgKMxPQU7JIZEhNsM1vFs,142677,4
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,177525,4
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,7i9j813KFoSBMldGqlh2Z1,Riton,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,169153,4
1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),2gduEC76ry33RVurAvT05p,Nathan Dawe,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,1RF02Cf80mTaeNXG2P2boR,155253,4
5OSGdSxtulzlzdPdK2MQJC,Esta Vida,64KEffDW9EtZ1y2vBYgq8T,Marshmello,0.755,0.676,5,-7.349,1,0.0377,0.0418,0.00176,0.204,0.461,123.98,5OSGdSxtulzlzdPdK2MQJC,209136,4
2USlegnFJLrVLpoVfPimKB,Thunder,5ENS85nZShljwNgg4wFD7D,Gabry Ponte,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,2USlegnFJLrVLpoVfPimKB,160000,3
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,3PhoLpVuITZKcymswpck5b,Elton John,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,72yP0DUlWPyH8P7IoxskwN,202246,4
2aQpISWUBToaF84DDiTeRV,Be My Lover (feat. La Bouche) - 2023 Mix,5GYaRwCWwhU6SIQrQ5G3b7,Hypaton,0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,2aQpISWUBToaF84DDiTeRV,169524,4
3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,177689,4
6GomT970rCOkKAyyrwJeZi,Move Your Body,37czgDRfGMvgRiUKHvnnhj,Öwnboss,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,6GomT970rCOkKAyyrwJeZi,157445,4
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,6QMABvTzixnxzsLYyhqRxI,Majestic,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,0b18g3G5spr4ZCkz7Y6Q0Q,186210,4
6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),6DgP9otnZw5z6daOntINxp,Joel Corry,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,6Dy1jexKYriXAVG6evyUTJ,162604,4
3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,3nEHrvNNtgLv9rneTAYVr4,214071,4
4qDpLaFGf5ampf2DXD2TMA,Where You Are,7kNqXtgeIwFtelmRjWv205,John Summit,0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126.0,4qDpLaFGf5ampf2DXD2TMA,236000,4
5902W4uHWzhtOff1UK7the,When I’m Gone (with Katy Perry),4AVFqumd2ogHFlRbKIjp1t,Alesso,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,5902W4uHWzhtOff1UK7the,161267,4
7jrMFjEq0t09f7m3HnnWXl,Tell Me Why - MEDUZA Remix,7urnl0uH1w3NCoErxw7AUK,Supermode,0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988,7jrMFjEq0t09f7m3HnnWXl,171429,4
